Categorii de pomi fructiferi, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Meri, Total, Valcea, Anul 2010, Numar, 1018342
Meri, Total, Valcea, Anul 2011, Numar, 1035911
Meri, Total, Valcea, Anul 2012, Numar, 1009357
Meri, Total, Valcea, Anul 2013, Numar, 1018508
Meri, Total, Valcea, Anul 2014, Numar, 1060347
Meri, Total, Valcea, Anul 2015, Numar, 687564
Meri, Total, Valcea, Anul 2016, Numar, 709874
Meri, Total, Valcea, Anul 2017, Numar, 698922
Meri, Total, Valcea, Anul 2018, Numar, 703967
Meri, Total, Valcea, Anul 2019, Numar, 719027
Meri, Total, Valcea, Anul 2020, Numar, 987150
Meri, Total, Valcea, Anul 2021, Numar, 1028620
Meri, Total, Valcea, Anul 2022, Numar, 1016869
Meri, Total, Valcea, Anul 2023, Numar, 1116889
Meri, Total, Valcea, Anul 2024, Numar, 1088310
Meri, Total, Arad, Anul 2000, Numar, 1038309
Meri, Total, Arad, Anul 2001, Numar, 1010597
Meri, Total, Arad, Anul 2002, Numar, 958187
Meri, Total, Arad, Anul 2003, Numar, 1061923
Meri, Total, Arad, Anul 2004, Numar, 1187457
Meri, Total, Arad, Anul 2005, Numar, 1927230
Meri, Total, Arad, Anul 2006, Numar, 1597739
Meri, Total, Arad, Anul 2007, Numar, 268088
Meri, Total, Arad, Anul 2008, Numar, 233919
Meri, Total, Arad, Anul 2009, Numar, 230337
Meri, Total, Arad, Anul 2010, Numar, 1072219
Meri, Total, Arad, Anul 2011, Numar, 564896
Meri, Total, Arad, Anul 2012, Numar, 523408
Meri, Total, Arad, Anul 2013, Numar, 520630
Meri, Total, Arad, Anul 2014, Numar, 282884
Meri, Total, Arad, Anul 2015, Numar, 411192
Meri, Total, Arad, Anul 2016, Numar, 301282
Meri, Total, Arad, Anul 2017, Numar, 302363
Meri, Total, Arad, Anul 2018, Numar, 358264
Meri, Total, Arad, Anul 2019, Numar, 295351
Meri, Total, Arad, Anul 2020, Numar, 305407
Meri, Total, Arad, Anul 2021, Numar, 457738
Meri, Total, Arad, Anul 2022, Numar, 301494
Meri, Total, Arad, Anul 2023, Numar, 401724
Meri, Total, Arad, Anul 2024, Numar, 423911
Meri, Total, Caras-Severin, Anul 2000, Numar, 1167380
Meri, Total, Caras-Severin, Anul 2001, Numar, 1148461
Meri, Total, Caras-Severin, Anul 2002, Numar, 1148446
Meri, Total, Caras-Severin, Anul 2003, Numar, 1061431
Meri, Total, Caras-Severin, Anul 2004, Numar, 1162331
Meri, Total, Caras-Severin, Anul 2005, Numar, 1047013
Meri, Total, Caras-Severin, Anul 2006, Numar, 899625
Meri, Total, Caras-Severin, Anul 2007, Numar, 913966
Meri, Total, Caras-Severin, Anul 2008, Numar, 740354
Meri, Total, Caras-Severin, Anul 2009, Numar, 721177
Meri, Total, Caras-Severin, Anul 2010, Numar, 698109
Meri, Total, Caras-Severin, Anul 2011, Numar, 882958
Meri, Total, Caras-Severin, Anul 2012, Numar, 919152
Meri, Total, Caras-Severin, Anul 2013, Numar, 1070450
Meri, Total, Caras-Severin, Anul 2014, Numar, 881678
Meri, Total, Caras-Severin, Anul 2015, Numar, 846373
Meri, Total, Caras-Severin, Anul 2016, Numar, 842142
Meri, Total, Caras-Severin, Anul 2017, Numar, 841766
Meri, Total, Caras-Severin, Anul 2018, Numar, 827608
Meri, Total, Caras-Severin, Anul 2019, Numar, 832416
Meri, Total, Caras-Severin, Anul 2020, Numar, 830727
Meri, Total, Caras-Severin, Anul 2021, Numar, 843002
Meri, Total, Caras-Severin, Anul 2022, Numar, 849136
Meri, Total, Caras-Severin, Anul 2023, Numar, 870708
Meri, Total, Caras-Severin, Anul 2024, Numar, 907581
Meri, Total, Hunedoara, Anul 2000, Numar, 821521
Meri, Total, Hunedoara, Anul 2001, Numar, 818746
Meri, Total, Hunedoara, Anul 2002, Numar, 805016
Meri, Total, Hunedoara, Anul 2003, Numar, 725796
Meri, Total, Hunedoara, Anul 2004, Numar, 554495
Meri, Total, Hunedoara, Anul 2005, Numar, 549908
Meri, Total, Hunedoara, Anul 2006, Numar, 512464
Meri, Total, Hunedoara, Anul 2007, Numar, 418625
Meri, Total, Hunedoara, Anul 2008, Numar, 417778
Meri, Total, Hunedoara, Anul 2009, Numar, 440868
Meri, Total, Hunedoara, Anul 2010, Numar, 799003
Meri, Total, Hunedoara, Anul 2011, Numar, 456251
Meri, Total, Hunedoara, Anul 2012, Numar, 457368
Meri, Total, Hunedoara, Anul 2013, Numar, 458710
Meri, Total, Hunedoara, Anul 2014, Numar, 459769
Meri, Total, Hunedoara, Anul 2015, Numar, 458583
Meri, Total, Hunedoara, Anul 2016, Numar, 454865
Meri, Total, Hunedoara, Anul 2017, Numar, 455985
Meri, Total, Hunedoara, Anul 2018, Numar, 452226
Meri, Total, Hunedoara, Anul 2019, Numar, 452414
Meri, Total, Hunedoara, Anul 2020, Numar, 455602
Meri, Total, Hunedoara, Anul 2021, Numar, 458968
Meri, Total, Hunedoara, Anul 2022, Numar, 455398
Meri, Total, Hunedoara, Anul 2023, Numar, 454558
Meri, Total, Hunedoara, Anul 2024, Numar, 454384
Meri, Total, Timis, Anul 2000, Numar, 1434226
Meri, Total, Timis, Anul 2001, Numar, 974580
Meri, Total, Timis, Anul 2002, Numar, 919285
Meri, Total, Timis, Anul 2003, Numar, 882163
Meri, Total, Timis, Anul 2004, Numar, 781890
Meri, Total, Timis, Anul 2005, Numar, 603316
Meri, Total, Timis, Anul 2006, Numar, 473590
Meri, Total, Timis, Anul 2007, Numar, 558903
Meri, Total, Timis, Anul 2008, Numar, 537124
Meri, Total, Timis, Anul 2009, Numar, 384853
Meri, Total, Timis, Anul 2010, Numar, 1028641
Meri, Total, Timis, Anul 2011, Numar, 228120
Meri, Total, Timis, Anul 2012, Numar, 243143
Meri, Total, Timis, Anul 2013, Numar, 179052
Meri, Total, Timis, Anul 2014, Numar, 251998
Meri, Total, Timis, Anul 2015, Numar, 227888
Meri, Total, Timis, Anul 2016, Numar, 209183
Meri, Total, Timis, Anul 2017, Numar, 198846
Meri, Total, Timis, Anul 2018, Numar, 244840
Meri, Total, Timis, Anul 2019, Numar, 259465
Meri, Total, Timis, Anul 2020, Numar, 252798
Meri, Total, Timis, Anul 2021, Numar, 360517
Meri, Total, Timis, Anul 2022, Numar, 359313
Meri, Total, Timis, Anul 2023, Numar, 211762
Meri, Total, Timis, Anul 2024, Numar, 263713
Peri, Total, Bihor, Anul 2000, Numar, 248592
Peri, Total, Bihor, Anul 2001, Numar, 233311
Peri, Total, Bihor, Anul 2002, Numar, 212013
Peri, Total, Bihor, Anul 2003, Numar, 216148
Peri, Total, Bihor, Anul 2004, Numar, 261631
Peri, Total, Bihor, Anul 2005, Numar, 251066
Peri, Total, Bihor, Anul 2006, Numar, 237417
Peri, Total, Bihor, Anul 2007, Numar, 224462
Peri, Total, Bihor, Anul 2008, Numar, 178086
Peri, Total, Bihor, Anul 2009, Numar, 113808
Peri, Total, Bihor, Anul 2010, Numar, 133704
Peri, Total, Bihor, Anul 2011, Numar, 127009
Peri, Total, Bihor, Anul 2012, Numar, 125657
Peri, Total, Bihor, Anul 2013, Numar, 125057
Peri, Total, Bihor, Anul 2014, Numar, 125141
Peri, Total, Bihor, Anul 2015, Numar, 125486
Peri, Total, Bihor, Anul 2016, Numar, 125906
Peri, Total, Bihor, Anul 2017, Numar, 125606
Peri, Total, Bihor, Anul 2018, Numar, 125780
Peri, Total, Bihor, Anul 2019, Numar, 125757
Peri, Total, Bihor, Anul 2020, Numar, 125748
Peri, Total, Bihor, Anul 2021, Numar, 126991
Peri, Total, Bihor, Anul 2022, Numar, 126817
Peri, Total, Bihor, Anul 2023, Numar, 132271
Peri, Total, Bihor, Anul 2024, Numar, 132267
Peri, Total, Bistrita-Nasaud, Anul 2000, Numar, 102322
Peri, Total, Bistrita-Nasaud, Anul 2001, Numar, 103312
Peri, Total, Bistrita-Nasaud, Anul 2002, Numar, 155055
Peri, Total, Bistrita-Nasaud, Anul 2003, Numar, 160140
Peri, Total, Bistrita-Nasaud, Anul 2004, Numar, 130434
Peri, Total, Bistrita-Nasaud, Anul 2005, Numar, 153516
Peri, Total, Bistrita-Nasaud, Anul 2006, Numar, 89921
Peri, Total, Bistrita-Nasaud, Anul 2007, Numar, 154942
Peri, Total, Bistrita-Nasaud, Anul 2008, Numar, 195877
Peri, Total, Bistrita-Nasaud, Anul 2009, Numar, 59593
Peri, Total, Bistrita-Nasaud, Anul 2010, Numar, 62030
Peri, Total, Bistrita-Nasaud, Anul 2011, Numar, 77818
Peri, Total, Bistrita-Nasaud, Anul 2012, Numar, 61087
Peri, Total, Bistrita-Nasaud, Anul 2013, Numar, 62168
Peri, Total, Bistrita-Nasaud, Anul 2014, Numar, 56218
Peri, Total, Bistrita-Nasaud, Anul 2015, Numar, 50428
Peri, Total, Bistrita-Nasaud, Anul 2016, Numar, 49716
Peri, Total, Bistrita-Nasaud, Anul 2017, Numar, 50289
Peri, Total, Bistrita-Nasaud, Anul 2018, Numar, 49690
Peri, Total, Bistrita-Nasaud, Anul 2019, Numar, 47820
Peri, Total, Bistrita-Nasaud, Anul 2020, Numar, 48980
Peri, Total, Bistrita-Nasaud, Anul 2021, Numar, 48839
Peri, Total, Bistrita-Nasaud, Anul 2022, Numar, 48620
Peri, Total, Bistrita-Nasaud, Anul 2023, Numar, 61115
Peri, Total, Bistrita-Nasaud, Anul 2024, Numar, 57548
Peri, Total, Cluj, Anul 2000, Numar, 275666
Peri, Total, Cluj, Anul 2001, Numar, 162720
Peri, Total, Cluj, Anul 2002, Numar, 204743
Peri, Total, Cluj, Anul 2003, Numar, 206972
Peri, Total, Cluj, Anul 2004, Numar, 195058
Peri, Total, Cluj, Anul 2005, Numar, 195603
Peri, Total, Cluj, Anul 2006, Numar, 191713
Peri, Total, Cluj, Anul 2007, Numar, 64645
Peri, Total, Cluj, Anul 2008, Numar, 54670
Peri, Total, Cluj, Anul 2009, Numar, 61019
Peri, Total, Cluj, Anul 2010, Numar, 79837
Peri, Total, Cluj, Anul 2011, Numar, 78972
Peri, Total, Cluj, Anul 2012, Numar, 62902
Peri, Total, Cluj, Anul 2013, Numar, 63398
Peri, Total, Cluj, Anul 2014, Numar, 61757
Peri, Total, Cluj, Anul 2015, Numar, 60952
Peri, Total, Cluj, Anul 2016, Numar, 60917
Peri, Total, Cluj, Anul 2017, Numar, 61633
Peri, Total, Cluj, Anul 2018, Numar, 61311
Peri, Total, Cluj, Anul 2019, Numar, 61277
Peri, Total, Cluj, Anul 2020, Numar, 61231
Peri, Total, Cluj, Anul 2021, Numar, 63928
Peri, Total, Cluj, Anul 2022, Numar, 63428
Peri, Total, Cluj, Anul 2023, Numar, 63509
Peri, Total, Cluj, Anul 2024, Numar, 73534
Peri, Total, Maramures, Anul 2000, Numar, 191500
Peri, Total, Maramures, Anul 2001, Numar, 184703
Peri, Total, Maramures, Anul 2002, Numar, 178388
Peri, Total, Maramures, Anul 2003, Numar, 176948
Peri, Total, Maramures, Anul 2004, Numar, 172796
Peri, Total, Maramures, Anul 2005, Numar, 234327
Peri, Total, Maramures, Anul 2006, Numar, 229609
Peri, Total, Maramures, Anul 2007, Numar, 133656
Peri, Total, Maramures, Anul 2008, Numar, 130221
Peri, Total, Maramures, Anul 2009, Numar, 167528
Peri, Total, Maramures, Anul 2010, Numar, 176096
Peri, Total, Maramures, Anul 2011, Numar, 153923
Peri, Total, Maramures, Anul 2012, Numar, 152225
Peri, Total, Maramures, Anul 2013, Numar, 152839
Peri, Total, Maramures, Anul 2014, Numar, 151610
Peri, Total, Maramures, Anul 2015, Numar, 345780
Peri, Total, Maramures, Anul 2016, Numar, 155609
Peri, Total, Maramures, Anul 2017, Numar, 150557
Peri, Total, Maramures, Anul 2018, Numar, 150455
Peri, Total, Maramures, Anul 2019, Numar, 156323
Peri, Total, Maramures, Anul 2020, Numar, 150290
Peri, Total, Maramures, Anul 2021, Numar, 150285
Peri, Total, Maramures, Anul 2022, Numar, 150364
Peri, Total, Maramures, Anul 2023, Numar, 154839
Peri, Total, Maramures, Anul 2024, Numar, 154633
Peri, Total, Satu Mare, Anul 2000, Numar, 86405
Peri, Total, Satu Mare, Anul 2001, Numar, 80425
Peri, Total, Satu Mare, Anul 2002, Numar, 87143
Peri, Total, Satu Mare, Anul 2003, Numar, 81159
Peri, Total, Satu Mare, Anul 2004, Numar, 85401
Peri, Total, Satu Mare, Anul 2005, Numar, 82784
Peri, Total, Satu Mare, Anul 2006, Numar, 50301
Peri, Total, Satu Mare, Anul 2007, Numar, 127014
Peri, Total, Satu Mare, Anul 2008, Numar, 114384
Peri, Total, Satu Mare, Anul 2009, Numar, 114683
Peri, Total, Satu Mare, Anul 2010, Numar, 101395
Peri, Total, Satu Mare, Anul 2011, Numar, 94671
Peri, Total, Satu Mare, Anul 2012, Numar, 95786
Peri, Total, Satu Mare, Anul 2013, Numar, 94532
Peri, Total, Satu Mare, Anul 2014, Numar, 95901
Peri, Total, Satu Mare, Anul 2015, Numar, 95456
Peri, Total, Satu Mare, Anul 2016, Numar, 95000
Peri, Total, Satu Mare, Anul 2017, Numar, 94941
Peri, Total, Satu Mare, Anul 2018, Numar, 95294
Peri, Total, Satu Mare, Anul 2019, Numar, 95245
Peri, Total, Satu Mare, Anul 2020, Numar, 96191
Peri, Total, Satu Mare, Anul 2021, Numar, 108080
Peri, Total, Satu Mare, Anul 2022, Numar, 106407
Peri, Total, Satu Mare, Anul 2023, Numar, 103774
Peri, Total, Satu Mare, Anul 2024, Numar, 102334
Peri, Total, Salaj, Anul 2000, Numar, 45257
Peri, Total, Salaj, Anul 2001, Numar, 49284
Peri, Total, Salaj, Anul 2002, Numar, 45794
Peri, Total, Salaj, Anul 2003, Numar, 49748
Peri, Total, Salaj, Anul 2004, Numar, 57785
Peri, Total, Salaj, Anul 2005, Numar, 65484
Peri, Total, Salaj, Anul 2006, Numar, 38173
Peri, Total, Salaj, Anul 2007, Numar, 99450
Peri, Total, Salaj, Anul 2008, Numar, 93819
Peri, Total, Salaj, Anul 2009, Numar, 93240
Peri, Total, Salaj, Anul 2010, Numar, 101726
Peri, Total, Salaj, Anul 2011, Numar, 99821
Peri, Total, Salaj, Anul 2012, Numar, 100682
Peri, Total, Salaj, Anul 2013, Numar, 98947
Peri, Total, Salaj, Anul 2014, Numar, 98242
Peri, Total, Salaj, Anul 2015, Numar, 101156
Peri, Total, Salaj, Anul 2016, Numar, 100196
Peri, Total, Salaj, Anul 2017, Numar, 99127
Peri, Total, Salaj, Anul 2018, Numar, 98508
Peri, Total, Salaj, Anul 2019, Numar, 98374
Peri, Total, Salaj, Anul 2020, Numar, 98784
Peri, Total, Salaj, Anul 2021, Numar, 110555
Peri, Total, Salaj, Anul 2022, Numar, 103683
Peri, Total, Salaj, Anul 2023, Numar, 99827
Peri, Total, Salaj, Anul 2024, Numar, 99601
Peri, Total, Alba, Anul 2000, Numar, 71082
Peri, Total, Alba, Anul 2001, Numar, 74973
Peri, Total, Alba, Anul 2002, Numar, 72807
Peri, Total, Alba, Anul 2003, Numar, 73026
Peri, Total, Alba, Anul 2004, Numar, 73280
Peri, Total, Alba, Anul 2005, Numar, 119675
Peri, Total, Alba, Anul 2006, Numar, 70757
Peri, Total, Alba, Anul 2007, Numar, 98823
Peri, Total, Alba, Anul 2008, Numar, 96324
Peri, Total, Alba, Anul 2009, Numar, 89444
Peri, Total, Alba, Anul 2010, Numar, 104371
Peri, Total, Alba, Anul 2011, Numar, 105372
Peri, Total, Alba, Anul 2012, Numar, 107408
Peri, Total, Alba, Anul 2013, Numar, 114020
Peri, Total, Alba, Anul 2014, Numar, 111222
Peri, Total, Alba, Anul 2015, Numar, 109788
Peri, Total, Alba, Anul 2016, Numar, 123975
Peri, Total, Alba, Anul 2017, Numar, 121923
Peri, Total, Alba, Anul 2018, Numar, 126084
Peri, Total, Alba, Anul 2019, Numar, 126373
Peri, Total, Alba, Anul 2020, Numar, 107474
Peri, Total, Alba, Anul 2021, Numar, 164700
Peri, Total, Alba, Anul 2022, Numar, 156735
Peri, Total, Alba, Anul 2023, Numar, 138153
Peri, Total, Alba, Anul 2024, Numar, 181731
Peri, Total, Brasov, Anul 2000, Numar, 65293
Peri, Total, Brasov, Anul 2001, Numar, 58063
Peri, Total, Brasov, Anul 2002, Numar, 63293
Peri, Total, Brasov, Anul 2003, Numar, 69376
Peri, Total, Brasov, Anul 2004, Numar, 59420
Peri, Total, Brasov, Anul 2005, Numar, 62000
Peri, Total, Brasov, Anul 2006, Numar, 67603
Peri, Total, Brasov, Anul 2007, Numar, 62169
Peri, Total, Brasov, Anul 2008, Numar, 60029
Peri, Total, Brasov, Anul 2009, Numar, 58910
Peri, Total, Brasov, Anul 2010, Numar, 58020
Peri, Total, Brasov, Anul 2011, Numar, 84030
Peri, Total, Brasov, Anul 2012, Numar, 84081
Peri, Total, Brasov, Anul 2013, Numar, 84012
Peri, Total, Brasov, Anul 2014, Numar, 79943
Peri, Total, Brasov, Anul 2015, Numar, 54253
Peri, Total, Brasov, Anul 2016, Numar, 54474
Peri, Total, Brasov, Anul 2017, Numar, 54118
Peri, Total, Brasov, Anul 2018, Numar, 54115
Peri, Total, Brasov, Anul 2019, Numar, 54073
Peri, Total, Brasov, Anul 2020, Numar, 54174
Peri, Total, Brasov, Anul 2021, Numar, 54346
Peri, Total, Brasov, Anul 2022, Numar, 55113
Peri, Total, Brasov, Anul 2023, Numar, 97337
Peri, Total, Brasov, Anul 2024, Numar, 57590
Peri, Total, Covasna, Anul 2000, Numar, 37155
Peri, Total, Covasna, Anul 2001, Numar, 35468
Peri, Total, Covasna, Anul 2002, Numar, 33820
Peri, Total, Covasna, Anul 2003, Numar, 34216
Peri, Total, Covasna, Anul 2004, Numar, 34587
Peri, Total, Covasna, Anul 2005, Numar, 38289
Peri, Total, Covasna, Anul 2006, Numar, 37343
Peri, Total, Covasna, Anul 2007, Numar, 19733
Peri, Total, Covasna, Anul 2008, Numar, 14322
Peri, Total, Covasna, Anul 2009, Numar, 13841
Peri, Total, Covasna, Anul 2010, Numar, 18404
Peri, Total, Covasna, Anul 2011, Numar, 18637
Peri, Total, Covasna, Anul 2012, Numar, 18460
Peri, Total, Covasna, Anul 2013, Numar, 18233
Peri, Total, Covasna, Anul 2014, Numar, 17399
Peri, Total, Covasna, Anul 2015, Numar, 11392
Peri, Total, Covasna, Anul 2016, Numar, 11454
Peri, Total, Covasna, Anul 2017, Numar, 11853
Peri, Total, Covasna, Anul 2018, Numar, 11423
Peri, Total, Covasna, Anul 2019, Numar, 13296
Peri, Total, Covasna, Anul 2020, Numar, 13311
Peri, Total, Covasna, Anul 2021, Numar, 13304
Peri, Total, Covasna, Anul 2022, Numar, 13072
Peri, Total, Covasna, Anul 2023, Numar, 13035
Peri, Total, Covasna, Anul 2024, Numar, 12707
Peri, Total, Harghita, Anul 2000, Numar, 77096
Peri, Total, Harghita, Anul 2001, Numar, 80675
Peri, Total, Harghita, Anul 2002, Numar, 91685
Peri, Total, Harghita, Anul 2003, Numar, 71953
Peri, Total, Harghita, Anul 2004, Numar, 72604
Peri, Total, Harghita, Anul 2005, Numar, 64800
Peri, Total, Harghita, Anul 2006, Numar, 47908
Peri, Total, Harghita, Anul 2007, Numar, 25136
Peri, Total, Harghita, Anul 2008, Numar, 25393
Peri, Total, Harghita, Anul 2009, Numar, 34483
Peri, Total, Harghita, Anul 2010, Numar, 36767
Peri, Total, Harghita, Anul 2011, Numar, 33931
Peri, Total, Harghita, Anul 2012, Numar, 33778
Peri, Total, Harghita, Anul 2013, Numar, 33546
Peri, Total, Harghita, Anul 2014, Numar, 31613
Peri, Total, Harghita, Anul 2015, Numar, 34771
Peri, Total, Harghita, Anul 2016, Numar, 34992
Peri, Total, Harghita, Anul 2017, Numar, 34864
Peri, Total, Harghita, Anul 2018, Numar, 34904
Peri, Total, Harghita, Anul 2019, Numar, 34905
Peri, Total, Harghita, Anul 2020, Numar, 23068
Peri, Total, Harghita, Anul 2021, Numar, 22893
Peri, Total, Harghita, Anul 2022, Numar, 22879
Peri, Total, Harghita, Anul 2023, Numar, 22777
Peri, Total, Harghita, Anul 2024, Numar, 22890
Peri, Total, Mures, Anul 2000, Numar, 97352
Peri, Total, Mures, Anul 2001, Numar, 125025
Peri, Total, Mures, Anul 2002, Numar, 95690
Peri, Total, Mures, Anul 2003, Numar, 96313
Peri, Total, Mures, Anul 2004, Numar, 94427
Peri, Total, Mures, Anul 2005, Numar, 95524
Peri, Total, Mures, Anul 2006, Numar, 102841
Peri, Total, Mures, Anul 2007, Numar, 88557
Peri, Total, Mures, Anul 2008, Numar, 89345
Peri, Total, Mures, Anul 2009, Numar, 136695
Peri, Total, Mures, Anul 2010, Numar, 135602
Peri, Total, Mures, Anul 2011, Numar, 111422
Peri, Total, Mures, Anul 2012, Numar, 174321
Peri, Total, Mures, Anul 2013, Numar, 174184
Peri, Total, Mures, Anul 2014, Numar, 169983
Peri, Total, Mures, Anul 2015, Numar, 80591
Peri, Total, Mures, Anul 2016, Numar, 80706
Peri, Total, Mures, Anul 2017, Numar, 80721
Peri, Total, Mures, Anul 2018, Numar, 79540
Peri, Total, Mures, Anul 2019, Numar, 80994
Peri, Total, Mures, Anul 2020, Numar, 81039
Peri, Total, Mures, Anul 2021, Numar, 80040
Peri, Total, Mures, Anul 2022, Numar, 81393
Peri, Total, Mures, Anul 2023, Numar, 81672
Peri, Total, Mures, Anul 2024, Numar, 81675
Peri, Total, Sibiu, Anul 2000, Numar, 59197
Peri, Total, Sibiu, Anul 2001, Numar, 59455
Peri, Total, Sibiu, Anul 2002, Numar, 64306
Peri, Total, Sibiu, Anul 2003, Numar, 62524
Peri, Total, Sibiu, Anul 2004, Numar, 65263
Peri, Total, Sibiu, Anul 2005, Numar, 107344
Peri, Total, Sibiu, Anul 2006, Numar, 65641
Peri, Total, Sibiu, Anul 2007, Numar, 27029
Peri, Total, Sibiu, Anul 2008, Numar, 27222
Peri, Total, Sibiu, Anul 2009, Numar, 40005
Peri, Total, Sibiu, Anul 2010, Numar, 51884
Peri, Total, Sibiu, Anul 2011, Numar, 36460
Peri, Total, Sibiu, Anul 2012, Numar, 37909
Peri, Total, Sibiu, Anul 2013, Numar, 43303
Peri, Total, Sibiu, Anul 2014, Numar, 51961
Peri, Total, Sibiu, Anul 2015, Numar, 68370
Peri, Total, Sibiu, Anul 2016, Numar, 82778
Peri, Total, Sibiu, Anul 2017, Numar, 50438
Peri, Total, Sibiu, Anul 2018, Numar, 89746
Peri, Total, Sibiu, Anul 2019, Numar, 49756
Peri, Total, Sibiu, Anul 2020, Numar, 49609
Peri, Total, Sibiu, Anul 2021, Numar, 52386
Peri, Total, Sibiu, Anul 2022, Numar, 48650
Peri, Total, Sibiu, Anul 2023, Numar, 57397
Peri, Total, Sibiu, Anul 2024, Numar, 33206
Peri, Total, Bacau, Anul 2000, Numar, 180142
Peri, Total, Bacau, Anul 2001, Numar, 178469
Peri, Total, Bacau, Anul 2002, Numar, 179350
Peri, Total, Bacau, Anul 2003, Numar, 175960
Peri, Total, Bacau, Anul 2004, Numar, 158975
Peri, Total, Bacau, Anul 2005, Numar, 144368
Peri, Total, Bacau, Anul 2006, Numar, 156190
Peri, Total, Bacau, Anul 2007, Numar, 80773
Peri, Total, Bacau, Anul 2008, Numar, 72120
Peri, Total, Bacau, Anul 2009, Numar, 55100
Peri, Total, Bacau, Anul 2010, Numar, 55619
Peri, Total, Bacau, Anul 2011, Numar, 52724
Peri, Total, Bacau, Anul 2012, Numar, 52121
Peri, Total, Bacau, Anul 2013, Numar, 52997
Peri, Total, Bacau, Anul 2014, Numar, 53337
Peri, Total, Bacau, Anul 2015, Numar, 53126
Peri, Total, Bacau, Anul 2016, Numar, 53122
Peri, Total, Bacau, Anul 2017, Numar, 53403
Peri, Total, Bacau, Anul 2018, Numar, 53409
Peri, Total, Bacau, Anul 2019, Numar, 52924
Peri, Total, Bacau, Anul 2020, Numar, 52952
Peri, Total, Bacau, Anul 2021, Numar, 56361
Peri, Total, Bacau, Anul 2022, Numar, 62721
Peri, Total, Bacau, Anul 2023, Numar, 54645
Peri, Total, Bacau, Anul 2024, Numar, 55201
Peri, Total, Botosani, Anul 2000, Numar, 122069
Peri, Total, Botosani, Anul 2001, Numar, 121295
Peri, Total, Botosani, Anul 2002, Numar, 118931
Peri, Total, Botosani, Anul 2003, Numar, 117840
Peri, Total, Botosani, Anul 2004, Numar, 121274
Peri, Total, Botosani, Anul 2005, Numar, 204684
Peri, Total, Botosani, Anul 2006, Numar, 115364
Peri, Total, Botosani, Anul 2007, Numar, 38195
Peri, Total, Botosani, Anul 2008, Numar, 65347
Peri, Total, Botosani, Anul 2009, Numar, 69916
Peri, Total, Botosani, Anul 2010, Numar, 69456
Peri, Total, Botosani, Anul 2011, Numar, 66795
Peri, Total, Botosani, Anul 2012, Numar, 67307
Peri, Total, Botosani, Anul 2013, Numar, 66841
Peri, Total, Botosani, Anul 2014, Numar, 67574
Peri, Total, Botosani, Anul 2015, Numar, 67448
Peri, Total, Botosani, Anul 2016, Numar, 65095
Peri, Total, Botosani, Anul 2017, Numar, 64736
Peri, Total, Botosani, Anul 2018, Numar, 66318
Peri, Total, Botosani, Anul 2019, Numar, 63138
Peri, Total, Botosani, Anul 2020, Numar, 62552
Peri, Total, Botosani, Anul 2021, Numar, 62240
Peri, Total, Botosani, Anul 2022, Numar, 64228
Peri, Total, Botosani, Anul 2023, Numar, 64936
Peri, Total, Botosani, Anul 2024, Numar, 62252
