Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Prune, Total, Braila, Anul 2003, Kilograme, 15
Prune, Total, Braila, Anul 2004, Kilograme, 15
Prune, Total, Braila, Anul 2005, Kilograme, 16
Prune, Total, Braila, Anul 2006, Kilograme, 21
Prune, Total, Braila, Anul 2007, Kilograme, 6
Prune, Total, Braila, Anul 2008, Kilograme, 11
Prune, Total, Braila, Anul 2009, Kilograme, 12
Prune, Total, Braila, Anul 2010, Kilograme, 11
Prune, Total, Braila, Anul 2011, Kilograme, 12
Prune, Total, Braila, Anul 2012, Kilograme, 8
Prune, Total, Braila, Anul 2013, Kilograme, 13
Prune, Total, Braila, Anul 2014, Kilograme, 16
Prune, Total, Braila, Anul 2015, Kilograme, 17
Prune, Total, Braila, Anul 2016, Kilograme, 16
Prune, Total, Braila, Anul 2017, Kilograme, 20
Prune, Total, Braila, Anul 2018, Kilograme, 42
Prune, Total, Braila, Anul 2019, Kilograme, 25
Prune, Total, Braila, Anul 2020, Kilograme, 23
Prune, Total, Braila, Anul 2021, Kilograme, 22
Prune, Total, Braila, Anul 2022, Kilograme, 19
Prune, Total, Braila, Anul 2023, Kilograme, 20
Prune, Total, Braila, Anul 2024, Kilograme, 20
Prune, Total, Buzau, Anul 2000, Kilograme, 8
Prune, Total, Buzau, Anul 2001, Kilograme, 17
Prune, Total, Buzau, Anul 2002, Kilograme, 4
Prune, Total, Buzau, Anul 2003, Kilograme, 46
Prune, Total, Buzau, Anul 2004, Kilograme, 3
Prune, Total, Buzau, Anul 2005, Kilograme, 21
Prune, Total, Buzau, Anul 2006, Kilograme, 13
Prune, Total, Buzau, Anul 2007, Kilograme, 5
Prune, Total, Buzau, Anul 2008, Kilograme, 11
Prune, Total, Buzau, Anul 2009, Kilograme, 15
Prune, Total, Buzau, Anul 2010, Kilograme, 25
Prune, Total, Buzau, Anul 2011, Kilograme, 15
Prune, Total, Buzau, Anul 2012, Kilograme, 17
Prune, Total, Buzau, Anul 2013, Kilograme, 20
Prune, Total, Buzau, Anul 2014, Kilograme, 18
Prune, Total, Buzau, Anul 2015, Kilograme, 16
Prune, Total, Buzau, Anul 2016, Kilograme, 15
Prune, Total, Buzau, Anul 2017, Kilograme, 11
Prune, Total, Buzau, Anul 2018, Kilograme, 22
Prune, Total, Buzau, Anul 2019, Kilograme, 21
Prune, Total, Buzau, Anul 2020, Kilograme, 19
Prune, Total, Buzau, Anul 2021, Kilograme, 23
Prune, Total, Buzau, Anul 2022, Kilograme, 20
Prune, Total, Buzau, Anul 2023, Kilograme, 16
Prune, Total, Buzau, Anul 2024, Kilograme, 15
Prune, Total, Constanta, Anul 2000, Kilograme, 14
Prune, Total, Constanta, Anul 2001, Kilograme, 16
Prune, Total, Constanta, Anul 2002, Kilograme, 9
Prune, Total, Constanta, Anul 2003, Kilograme, 16
Prune, Total, Constanta, Anul 2004, Kilograme, 11
Prune, Total, Constanta, Anul 2005, Kilograme, 11
Prune, Total, Constanta, Anul 2006, Kilograme, 13
Prune, Total, Constanta, Anul 2007, Kilograme, 5
Prune, Total, Constanta, Anul 2008, Kilograme, 8
Prune, Total, Constanta, Anul 2009, Kilograme, 15
Prune, Total, Constanta, Anul 2010, Kilograme, 11
Prune, Total, Constanta, Anul 2011, Kilograme, 12
Prune, Total, Constanta, Anul 2012, Kilograme, 7
Prune, Total, Constanta, Anul 2013, Kilograme, 8
Prune, Total, Constanta, Anul 2014, Kilograme, 8
Prune, Total, Constanta, Anul 2015, Kilograme, 7
Prune, Total, Constanta, Anul 2016, Kilograme, 7
Prune, Total, Constanta, Anul 2017, Kilograme, 10
Prune, Total, Constanta, Anul 2018, Kilograme, 20
Prune, Total, Constanta, Anul 2019, Kilograme, 16
Prune, Total, Constanta, Anul 2020, Kilograme, 15
Prune, Total, Constanta, Anul 2021, Kilograme, 17
Prune, Total, Constanta, Anul 2022, Kilograme, 15
Prune, Total, Constanta, Anul 2023, Kilograme, 15
Prune, Total, Constanta, Anul 2024, Kilograme, 15
Prune, Total, Galati, Anul 2000, Kilograme, 17
Prune, Total, Galati, Anul 2001, Kilograme, 17
Prune, Total, Galati, Anul 2002, Kilograme, 13
Prune, Total, Galati, Anul 2003, Kilograme, 19
Prune, Total, Galati, Anul 2004, Kilograme, 14
Prune, Total, Galati, Anul 2005, Kilograme, 18
Prune, Total, Galati, Anul 2006, Kilograme, 19
Prune, Total, Galati, Anul 2007, Kilograme, 8
Prune, Total, Galati, Anul 2008, Kilograme, 15
Prune, Total, Galati, Anul 2009, Kilograme, 10
Prune, Total, Galati, Anul 2010, Kilograme, 10
Prune, Total, Galati, Anul 2011, Kilograme, 12
Prune, Total, Galati, Anul 2012, Kilograme, 8
Prune, Total, Galati, Anul 2013, Kilograme, 12
Prune, Total, Galati, Anul 2014, Kilograme, 14
Prune, Total, Galati, Anul 2015, Kilograme, 15
Prune, Total, Galati, Anul 2016, Kilograme, 19
Prune, Total, Galati, Anul 2017, Kilograme, 21
Prune, Total, Galati, Anul 2018, Kilograme, 43
Prune, Total, Galati, Anul 2019, Kilograme, 30
Prune, Total, Galati, Anul 2020, Kilograme, 27
Prune, Total, Galati, Anul 2021, Kilograme, 27
Prune, Total, Galati, Anul 2022, Kilograme, 24
Prune, Total, Galati, Anul 2023, Kilograme, 25
Prune, Total, Galati, Anul 2024, Kilograme, 24
Prune, Total, Tulcea, Anul 2000, Kilograme, 5
Prune, Total, Tulcea, Anul 2001, Kilograme, 10
Prune, Total, Tulcea, Anul 2002, Kilograme, 10
Prune, Total, Tulcea, Anul 2003, Kilograme, 20
Prune, Total, Tulcea, Anul 2004, Kilograme, 7
Prune, Total, Tulcea, Anul 2005, Kilograme, 24
Prune, Total, Tulcea, Anul 2006, Kilograme, 18
Prune, Total, Tulcea, Anul 2007, Kilograme, 6
Prune, Total, Tulcea, Anul 2008, Kilograme, 8
Prune, Total, Tulcea, Anul 2009, Kilograme, 11
Prune, Total, Tulcea, Anul 2010, Kilograme, 10
Prune, Total, Tulcea, Anul 2011, Kilograme, 15
Prune, Total, Tulcea, Anul 2012, Kilograme, 12
Prune, Total, Tulcea, Anul 2013, Kilograme, 16
Prune, Total, Tulcea, Anul 2014, Kilograme, 13
Prune, Total, Tulcea, Anul 2015, Kilograme, 10
Prune, Total, Tulcea, Anul 2016, Kilograme, 14
Prune, Total, Tulcea, Anul 2017, Kilograme, 16
Prune, Total, Tulcea, Anul 2018, Kilograme, 28
Prune, Total, Tulcea, Anul 2019, Kilograme, 33
Prune, Total, Tulcea, Anul 2020, Kilograme, 26
Prune, Total, Tulcea, Anul 2021, Kilograme, 28
Prune, Total, Tulcea, Anul 2022, Kilograme, 22
Prune, Total, Tulcea, Anul 2023, Kilograme, 19
Prune, Total, Tulcea, Anul 2024, Kilograme, 19
Prune, Total, Vrancea, Anul 2000, Kilograme, 8
Prune, Total, Vrancea, Anul 2001, Kilograme, 15
Prune, Total, Vrancea, Anul 2002, Kilograme, 5
Prune, Total, Vrancea, Anul 2003, Kilograme, 8
Prune, Total, Vrancea, Anul 2004, Kilograme, 7
Prune, Total, Vrancea, Anul 2005, Kilograme, 18
Prune, Total, Vrancea, Anul 2006, Kilograme, 19
Prune, Total, Vrancea, Anul 2007, Kilograme, 12
Prune, Total, Vrancea, Anul 2008, Kilograme, 17
Prune, Total, Vrancea, Anul 2009, Kilograme, 14
Prune, Total, Vrancea, Anul 2010, Kilograme, 16
Prune, Total, Vrancea, Anul 2011, Kilograme, 13
Prune, Total, Vrancea, Anul 2012, Kilograme, 10
Prune, Total, Vrancea, Anul 2013, Kilograme, 13
Prune, Total, Vrancea, Anul 2014, Kilograme, 19
Prune, Total, Vrancea, Anul 2015, Kilograme, 19
Prune, Total, Vrancea, Anul 2016, Kilograme, 15
Prune, Total, Vrancea, Anul 2017, Kilograme, 12
Prune, Total, Vrancea, Anul 2018, Kilograme, 29
Prune, Total, Vrancea, Anul 2019, Kilograme, 25
Prune, Total, Vrancea, Anul 2020, Kilograme, 24
Prune, Total, Vrancea, Anul 2021, Kilograme, 25
Prune, Total, Vrancea, Anul 2022, Kilograme, 23
Prune, Total, Vrancea, Anul 2023, Kilograme, 23
Prune, Total, Vrancea, Anul 2024, Kilograme, 21
Prune, Total, Arges, Anul 2000, Kilograme, 21
Prune, Total, Arges, Anul 2001, Kilograme, 12
Prune, Total, Arges, Anul 2002, Kilograme, 1
Prune, Total, Arges, Anul 2003, Kilograme, 29
Prune, Total, Arges, Anul 2004, Kilograme, 11
Prune, Total, Arges, Anul 2005, Kilograme, 16
Prune, Total, Arges, Anul 2006, Kilograme, 16
Prune, Total, Arges, Anul 2007, Kilograme, 11
Prune, Total, Arges, Anul 2008, Kilograme, 11
Prune, Total, Arges, Anul 2009, Kilograme, 11
Prune, Total, Arges, Anul 2010, Kilograme, 23
Prune, Total, Arges, Anul 2011, Kilograme, 21
Prune, Total, Arges, Anul 2012, Kilograme, 16
Prune, Total, Arges, Anul 2013, Kilograme, 16
Prune, Total, Arges, Anul 2014, Kilograme, 2
Prune, Total, Arges, Anul 2015, Kilograme, 16
Prune, Total, Arges, Anul 2016, Kilograme, 19
Prune, Total, Arges, Anul 2017, Kilograme, 16
Prune, Total, Arges, Anul 2018, Kilograme, 21
Prune, Total, Arges, Anul 2019, Kilograme, 11
Prune, Total, Arges, Anul 2020, Kilograme, 24
Prune, Total, Arges, Anul 2021, Kilograme, 24
Prune, Total, Arges, Anul 2022, Kilograme, 22
Prune, Total, Arges, Anul 2023, Kilograme, 20
Prune, Total, Arges, Anul 2024, Kilograme, 19
Prune, Total, Calarasi, Anul 2000, Kilograme, 16
Prune, Total, Calarasi, Anul 2001, Kilograme, 20
Prune, Total, Calarasi, Anul 2002, Kilograme, 12
Prune, Total, Calarasi, Anul 2003, Kilograme, 18
Prune, Total, Calarasi, Anul 2004, Kilograme, 28
Prune, Total, Calarasi, Anul 2005, Kilograme, 14
Prune, Total, Calarasi, Anul 2006, Kilograme, 19
Prune, Total, Calarasi, Anul 2007, Kilograme, 4
Prune, Total, Calarasi, Anul 2008, Kilograme, 8
Prune, Total, Calarasi, Anul 2009, Kilograme, 11
Prune, Total, Calarasi, Anul 2010, Kilograme, 17
Prune, Total, Calarasi, Anul 2011, Kilograme, 19
Prune, Total, Calarasi, Anul 2012, Kilograme, 15
Prune, Total, Calarasi, Anul 2013, Kilograme, 17
Prune, Total, Calarasi, Anul 2014, Kilograme, 18
Prune, Total, Calarasi, Anul 2015, Kilograme, 17
Prune, Total, Calarasi, Anul 2016, Kilograme, 17
Prune, Total, Calarasi, Anul 2017, Kilograme, 17
Prune, Total, Calarasi, Anul 2018, Kilograme, 20
Prune, Total, Calarasi, Anul 2019, Kilograme, 19
Prune, Total, Calarasi, Anul 2020, Kilograme, 18
Prune, Total, Calarasi, Anul 2021, Kilograme, 20
Prune, Total, Calarasi, Anul 2022, Kilograme, 18
Prune, Total, Calarasi, Anul 2023, Kilograme, 18
Prune, Total, Calarasi, Anul 2024, Kilograme, 17
Prune, Total, Dambovita, Anul 2000, Kilograme, 22
Prune, Total, Dambovita, Anul 2001, Kilograme, 21
Prune, Total, Dambovita, Anul 2002, Kilograme, 4
Prune, Total, Dambovita, Anul 2003, Kilograme, 31
Prune, Total, Dambovita, Anul 2004, Kilograme, 5
Prune, Total, Dambovita, Anul 2005, Kilograme, 27
Prune, Total, Dambovita, Anul 2006, Kilograme, 18
Prune, Total, Dambovita, Anul 2007, Kilograme, 28
Prune, Total, Dambovita, Anul 2008, Kilograme, 15
Prune, Total, Dambovita, Anul 2009, Kilograme, 11
Prune, Total, Dambovita, Anul 2010, Kilograme, 21
Prune, Total, Dambovita, Anul 2011, Kilograme, 13
Prune, Total, Dambovita, Anul 2012, Kilograme, 22
Prune, Total, Dambovita, Anul 2013, Kilograme, 21
Prune, Total, Dambovita, Anul 2014, Kilograme, 18
Prune, Total, Dambovita, Anul 2015, Kilograme, 22
Prune, Total, Dambovita, Anul 2016, Kilograme, 28
Prune, Total, Dambovita, Anul 2017, Kilograme, 12
Prune, Total, Dambovita, Anul 2018, Kilograme, 38
Prune, Total, Dambovita, Anul 2019, Kilograme, 29
Prune, Total, Dambovita, Anul 2020, Kilograme, 27
Prune, Total, Dambovita, Anul 2021, Kilograme, 30
Prune, Total, Dambovita, Anul 2022, Kilograme, 24
Prune, Total, Dambovita, Anul 2023, Kilograme, 24
Prune, Total, Dambovita, Anul 2024, Kilograme, 23
Prune, Total, Giurgiu, Anul 2000, Kilograme, 20
Prune, Total, Giurgiu, Anul 2001, Kilograme, 22
Prune, Total, Giurgiu, Anul 2002, Kilograme, 6
Prune, Total, Giurgiu, Anul 2003, Kilograme, 15
Prune, Total, Giurgiu, Anul 2004, Kilograme, 15
Prune, Total, Giurgiu, Anul 2005, Kilograme, 10
Prune, Total, Giurgiu, Anul 2006, Kilograme, 10
Prune, Total, Giurgiu, Anul 2007, Kilograme, 4
Prune, Total, Giurgiu, Anul 2008, Kilograme, 10
Prune, Total, Giurgiu, Anul 2009, Kilograme, 14
Prune, Total, Giurgiu, Anul 2010, Kilograme, 11
Prune, Total, Giurgiu, Anul 2011, Kilograme, 11
Prune, Total, Giurgiu, Anul 2012, Kilograme, 6
Prune, Total, Giurgiu, Anul 2013, Kilograme, 12
Prune, Total, Giurgiu, Anul 2014, Kilograme, 13
Prune, Total, Giurgiu, Anul 2015, Kilograme, 14
Prune, Total, Giurgiu, Anul 2016, Kilograme, 14
Prune, Total, Giurgiu, Anul 2017, Kilograme, 15
Prune, Total, Giurgiu, Anul 2018, Kilograme, 33
Prune, Total, Giurgiu, Anul 2019, Kilograme, 28
Prune, Total, Giurgiu, Anul 2020, Kilograme, 26
Prune, Total, Giurgiu, Anul 2021, Kilograme, 28
Prune, Total, Giurgiu, Anul 2022, Kilograme, 26
Prune, Total, Giurgiu, Anul 2023, Kilograme, 21
Prune, Total, Giurgiu, Anul 2024, Kilograme, 21
Prune, Total, Ialomita, Anul 2000, Kilograme, 18
Prune, Total, Ialomita, Anul 2001, Kilograme, 10
Prune, Total, Ialomita, Anul 2002, Kilograme, 5
Prune, Total, Ialomita, Anul 2003, Kilograme, 8
Prune, Total, Ialomita, Anul 2004, Kilograme, 18
Prune, Total, Ialomita, Anul 2005, Kilograme, 17
Prune, Total, Ialomita, Anul 2006, Kilograme, 12
Prune, Total, Ialomita, Anul 2007, Kilograme, 1
Prune, Total, Ialomita, Anul 2008, Kilograme, 4
Prune, Total, Ialomita, Anul 2009, Kilograme, 5
Prune, Total, Ialomita, Anul 2010, Kilograme, 8
Prune, Total, Ialomita, Anul 2011, Kilograme, 7
Prune, Total, Ialomita, Anul 2012, Kilograme, 6
Prune, Total, Ialomita, Anul 2013, Kilograme, 8
Prune, Total, Ialomita, Anul 2014, Kilograme, 8
Prune, Total, Ialomita, Anul 2015, Kilograme, 8
Prune, Total, Ialomita, Anul 2016, Kilograme, 7
Prune, Total, Ialomita, Anul 2017, Kilograme, 9
Prune, Total, Ialomita, Anul 2018, Kilograme, 15
Prune, Total, Ialomita, Anul 2019, Kilograme, 11
Prune, Total, Ialomita, Anul 2020, Kilograme, 10
Prune, Total, Ialomita, Anul 2021, Kilograme, 14
Prune, Total, Ialomita, Anul 2022, Kilograme, 12
Prune, Total, Ialomita, Anul 2023, Kilograme, 12
Prune, Total, Ialomita, Anul 2024, Kilograme, 11
Prune, Total, Prahova, Anul 2000, Kilograme, 8
Prune, Total, Prahova, Anul 2001, Kilograme, 10
Prune, Total, Prahova, Anul 2002, Kilograme, 1
Prune, Total, Prahova, Anul 2003, Kilograme, 22
Prune, Total, Prahova, Anul 2004, Kilograme, 6
Prune, Total, Prahova, Anul 2005, Kilograme, 17
Prune, Total, Prahova, Anul 2006, Kilograme, 12
Prune, Total, Prahova, Anul 2007, Kilograme, 3
Prune, Total, Prahova, Anul 2008, Kilograme, 8
Prune, Total, Prahova, Anul 2009, Kilograme, 10
Prune, Total, Prahova, Anul 2010, Kilograme, 18
Prune, Total, Prahova, Anul 2011, Kilograme, 14
Prune, Total, Prahova, Anul 2012, Kilograme, 15
Prune, Total, Prahova, Anul 2013, Kilograme, 17
Prune, Total, Prahova, Anul 2014, Kilograme, 13
Prune, Total, Prahova, Anul 2015, Kilograme, 12
Prune, Total, Prahova, Anul 2016, Kilograme, 15
Prune, Total, Prahova, Anul 2017, Kilograme, 10
Prune, Total, Prahova, Anul 2018, Kilograme, 27
Prune, Total, Prahova, Anul 2019, Kilograme, 24
Prune, Total, Prahova, Anul 2020, Kilograme, 34
Prune, Total, Prahova, Anul 2021, Kilograme, 34
Prune, Total, Prahova, Anul 2022, Kilograme, 24
Prune, Total, Prahova, Anul 2023, Kilograme, 24
Prune, Total, Prahova, Anul 2024, Kilograme, 19
Prune, Total, Teleorman, Anul 2000, Kilograme, 11
Prune, Total, Teleorman, Anul 2001, Kilograme, 15
Prune, Total, Teleorman, Anul 2002, Kilograme, 10
Prune, Total, Teleorman, Anul 2003, Kilograme, 14
Prune, Total, Teleorman, Anul 2004, Kilograme, 8
Prune, Total, Teleorman, Anul 2005, Kilograme, 7
Prune, Total, Teleorman, Anul 2006, Kilograme, 15
Prune, Total, Teleorman, Anul 2007, Kilograme, 4
Prune, Total, Teleorman, Anul 2008, Kilograme, 11
Prune, Total, Teleorman, Anul 2009, Kilograme, 12
Prune, Total, Teleorman, Anul 2010, Kilograme, 11
Prune, Total, Teleorman, Anul 2011, Kilograme, 12
Prune, Total, Teleorman, Anul 2012, Kilograme, 5
Prune, Total, Teleorman, Anul 2013, Kilograme, 9
Prune, Total, Teleorman, Anul 2014, Kilograme, 8
Prune, Total, Teleorman, Anul 2015, Kilograme, 8
Prune, Total, Teleorman, Anul 2016, Kilograme, 11
Prune, Total, Teleorman, Anul 2017, Kilograme, 15
Prune, Total, Teleorman, Anul 2018, Kilograme, 28
Prune, Total, Teleorman, Anul 2019, Kilograme, 23
Prune, Total, Teleorman, Anul 2020, Kilograme, 20
Prune, Total, Teleorman, Anul 2021, Kilograme, 20
Prune, Total, Teleorman, Anul 2022, Kilograme, 24
Prune, Total, Teleorman, Anul 2023, Kilograme, 24
Prune, Total, Teleorman, Anul 2024, Kilograme, 23
Prune, Total, Ilfov, Anul 2000, Kilograme, 14
Prune, Total, Ilfov, Anul 2001, Kilograme, 9
Prune, Total, Ilfov, Anul 2002, Kilograme, 7
Prune, Total, Ilfov, Anul 2003, Kilograme, 12
Prune, Total, Ilfov, Anul 2004, Kilograme, 8
Prune, Total, Ilfov, Anul 2005, Kilograme, 12
Prune, Total, Ilfov, Anul 2006, Kilograme, 14
Prune, Total, Ilfov, Anul 2007, Kilograme, 3
Prune, Total, Ilfov, Anul 2008, Kilograme, 7
Prune, Total, Ilfov, Anul 2009, Kilograme, 3
Prune, Total, Ilfov, Anul 2010, Kilograme, 5
Prune, Total, Ilfov, Anul 2011, Kilograme, 5
Prune, Total, Ilfov, Anul 2012, Kilograme, 6
Prune, Total, Ilfov, Anul 2013, Kilograme, 7
Prune, Total, Ilfov, Anul 2014, Kilograme, 4
Prune, Total, Ilfov, Anul 2015, Kilograme, 5
Prune, Total, Ilfov, Anul 2016, Kilograme, 3
Prune, Total, Ilfov, Anul 2017, Kilograme, 4
Prune, Total, Ilfov, Anul 2018, Kilograme, 7
Prune, Total, Ilfov, Anul 2019, Kilograme, 5
Prune, Total, Ilfov, Anul 2020, Kilograme, 5
Prune, Total, Ilfov, Anul 2021, Kilograme, 10
Prune, Total, Ilfov, Anul 2022, Kilograme, 7
Prune, Total, Ilfov, Anul 2023, Kilograme, 10
Prune, Total, Ilfov, Anul 2024, Kilograme, 11
Prune, Total, Municipiul Bucuresti, Anul 2000, Kilograme, 6
Prune, Total, Municipiul Bucuresti, Anul 2001, Kilograme, 23
Prune, Total, Municipiul Bucuresti, Anul 2002, Kilograme, 1
Prune, Total, Municipiul Bucuresti, Anul 2003, Kilograme, 4
Prune, Total, Municipiul Bucuresti, Anul 2004, Kilograme, 1
Prune, Total, Municipiul Bucuresti, Anul 2005, Kilograme, 21
Prune, Total, Municipiul Bucuresti, Anul 2006, Kilograme, 12
Prune, Total, Municipiul Bucuresti, Anul 2007, Kilograme, 6
Prune, Total, Municipiul Bucuresti, Anul 2008, Kilograme, 10
Prune, Total, Municipiul Bucuresti, Anul 2009, Kilograme, 10
Prune, Total, Municipiul Bucuresti, Anul 2010, Kilograme, 8
Prune, Total, Municipiul Bucuresti, Anul 2011, Kilograme, 7
Prune, Total, Municipiul Bucuresti, Anul 2012, Kilograme, 7
Prune, Total, Municipiul Bucuresti, Anul 2013, Kilograme, 16
Prune, Total, Municipiul Bucuresti, Anul 2014, Kilograme, 19
Prune, Total, Municipiul Bucuresti, Anul 2015, Kilograme, 17
Prune, Total, Municipiul Bucuresti, Anul 2016, Kilograme, 21
Prune, Total, Municipiul Bucuresti, Anul 2018, Kilograme, 33
Prune, Total, Municipiul Bucuresti, Anul 2022, Kilograme, 3
Prune, Total, Municipiul Bucuresti, Anul 2023, Kilograme, 0
Prune, Total, Municipiul Bucuresti, Anul 2024, Kilograme, 4
Prune, Total, Dolj, Anul 2000, Kilograme, 8
Prune, Total, Dolj, Anul 2001, Kilograme, 11
Prune, Total, Dolj, Anul 2002, Kilograme, 1
Prune, Total, Dolj, Anul 2003, Kilograme, 11
Prune, Total, Dolj, Anul 2004, Kilograme, 10
Prune, Total, Dolj, Anul 2005, Kilograme, 10
Prune, Total, Dolj, Anul 2006, Kilograme, 13
Prune, Total, Dolj, Anul 2007, Kilograme, 37
Prune, Total, Dolj, Anul 2008, Kilograme, 19
Prune, Total, Dolj, Anul 2009, Kilograme, 21
Prune, Total, Dolj, Anul 2010, Kilograme, 13
Prune, Total, Dolj, Anul 2011, Kilograme, 10
Prune, Total, Dolj, Anul 2012, Kilograme, 8
Prune, Total, Dolj, Anul 2013, Kilograme, 8
Prune, Total, Dolj, Anul 2014, Kilograme, 9
Prune, Total, Dolj, Anul 2015, Kilograme, 12
Prune, Total, Dolj, Anul 2016, Kilograme, 12
Prune, Total, Dolj, Anul 2017, Kilograme, 14
Prune, Total, Dolj, Anul 2018, Kilograme, 19
Prune, Total, Dolj, Anul 2019, Kilograme, 18
Prune, Total, Dolj, Anul 2020, Kilograme, 13
Prune, Total, Dolj, Anul 2021, Kilograme, 35
Prune, Total, Dolj, Anul 2022, Kilograme, 33
Prune, Total, Dolj, Anul 2023, Kilograme, 32
Prune, Total, Dolj, Anul 2024, Kilograme, 26
Prune, Total, Gorj, Anul 2000, Kilograme, 10
Prune, Total, Gorj, Anul 2001, Kilograme, 14
Prune, Total, Gorj, Anul 2002, Kilograme, 1
Prune, Total, Gorj, Anul 2003, Kilograme, 10
Prune, Total, Gorj, Anul 2004, Kilograme, 15
Prune, Total, Gorj, Anul 2005, Kilograme, 6
Prune, Total, Gorj, Anul 2006, Kilograme, 10
Prune, Total, Gorj, Anul 2007, Kilograme, 10
Prune, Total, Gorj, Anul 2008, Kilograme, 9
Prune, Total, Gorj, Anul 2009, Kilograme, 14
Prune, Total, Gorj, Anul 2010, Kilograme, 15
Prune, Total, Gorj, Anul 2011, Kilograme, 12
Prune, Total, Gorj, Anul 2012, Kilograme, 9
Prune, Total, Gorj, Anul 2013, Kilograme, 16
Prune, Total, Gorj, Anul 2014, Kilograme, 13
Prune, Total, Gorj, Anul 2015, Kilograme, 15
Prune, Total, Gorj, Anul 2016, Kilograme, 19
Prune, Total, Gorj, Anul 2017, Kilograme, 15
Prune, Total, Gorj, Anul 2018, Kilograme, 28
Prune, Total, Gorj, Anul 2019, Kilograme, 24
Prune, Total, Gorj, Anul 2020, Kilograme, 22
Prune, Total, Gorj, Anul 2021, Kilograme, 23
Prune, Total, Gorj, Anul 2022, Kilograme, 20
Prune, Total, Gorj, Anul 2023, Kilograme, 20
Prune, Total, Gorj, Anul 2024, Kilograme, 19
Prune, Total, Mehedinti, Anul 2000, Kilograme, 9
Prune, Total, Mehedinti, Anul 2001, Kilograme, 6
Prune, Total, Mehedinti, Anul 2002, Kilograme, 3
Prune, Total, Mehedinti, Anul 2003, Kilograme, 13
Prune, Total, Mehedinti, Anul 2004, Kilograme, 10
Prune, Total, Mehedinti, Anul 2005, Kilograme, 4
Prune, Total, Mehedinti, Anul 2006, Kilograme, 9
Prune, Total, Mehedinti, Anul 2007, Kilograme, 3
Prune, Total, Mehedinti, Anul 2008, Kilograme, 6
Prune, Total, Mehedinti, Anul 2009, Kilograme, 14
Prune, Total, Mehedinti, Anul 2010, Kilograme, 16
Prune, Total, Mehedinti, Anul 2011, Kilograme, 15
Prune, Total, Mehedinti, Anul 2012, Kilograme, 11
Prune, Total, Mehedinti, Anul 2013, Kilograme, 10
Prune, Total, Mehedinti, Anul 2014, Kilograme, 14
Prune, Total, Mehedinti, Anul 2015, Kilograme, 13
Prune, Total, Mehedinti, Anul 2016, Kilograme, 16
Prune, Total, Mehedinti, Anul 2017, Kilograme, 19
Prune, Total, Mehedinti, Anul 2018, Kilograme, 25
Prune, Total, Mehedinti, Anul 2019, Kilograme, 22
Prune, Total, Mehedinti, Anul 2020, Kilograme, 25
Prune, Total, Mehedinti, Anul 2021, Kilograme, 25
Prune, Total, Mehedinti, Anul 2022, Kilograme, 18
Prune, Total, Mehedinti, Anul 2023, Kilograme, 17
Prune, Total, Mehedinti, Anul 2024, Kilograme, 16
Prune, Total, Olt, Anul 2000, Kilograme, 12
Prune, Total, Olt, Anul 2001, Kilograme, 12
Prune, Total, Olt, Anul 2002, Kilograme, 2
Prune, Total, Olt, Anul 2003, Kilograme, 14
Prune, Total, Olt, Anul 2004, Kilograme, 15
Prune, Total, Olt, Anul 2005, Kilograme, 11
Prune, Total, Olt, Anul 2006, Kilograme, 19
Prune, Total, Olt, Anul 2007, Kilograme, 8
Prune, Total, Olt, Anul 2008, Kilograme, 12
Prune, Total, Olt, Anul 2009, Kilograme, 15
Prune, Total, Olt, Anul 2010, Kilograme, 18
Prune, Total, Olt, Anul 2011, Kilograme, 23
Prune, Total, Olt, Anul 2012, Kilograme, 16
Prune, Total, Olt, Anul 2013, Kilograme, 19
Prune, Total, Olt, Anul 2014, Kilograme, 14
Prune, Total, Olt, Anul 2015, Kilograme, 17
Prune, Total, Olt, Anul 2016, Kilograme, 17
Prune, Total, Olt, Anul 2017, Kilograme, 16
